name,transcript
123522_NaimaF.wav,vingt trois transférer soixante sept mille trente dollars et transfert aussi vingt cinq mille sept cent quinze dollars et trente
123523_NaimaF.wav,vingt quatre j'aimerais transférer deux mille huit cent trente quatre dollars de mon compte check à mon compagne j'aimerais aussi verser deux cent quatre vingt quinze dollars à la fin de chaque mois sur mon compte d'elle
123524_NaimaF.wav,vingt cinq transfert mille dollars et cent dix et un autre deux mille soixante douze dollars et douze sous de mon compte série le vingt novembre
9140581227040000251_NajatS.wav,non je l'attends par la poste moi je vais payer dix pièces euh je voudrais savoir si c'est confirmé si ça a été payé je l'ai fait par accéder là
9140587204530000251_AwaS.wav,deux j'aimerais juste faire activer cette carte là
9140587204530000251_Charles.wav,trois en si je vous appelle concernant les transactions euh sur ma mastercard
9140587204530000251_NajatS.wav,quatre en fait euh je vous appelle concernant des transactions euh sur la mastercard
9140587672470000251_Anne-Marie_1.wav,cinq en fait je vous appelle concernant des transactions euh sur ma mastercard
9140587672470000251_Charles.wav,oui moi j'appelais parce que j'ai rouvert un compte en ligne
9140587672470000251_NajatS.wav,oui moi j'appelais parce que j'ai ouvert un compte en ligne
9140597471290000251_Anne-Marie_1.wav,oui oui moi j'ai appelé parce que j'ai ouvert un compte en ligne
9140597471290000251_Charles.wav,neuf oui oui j'ai un prix autour chez vous et puis j'aimerais savoir si je le liquides aujourd'hui à combien ça me coÃ»terait de rembourser ça aujourd'hui
9140597471290000251_rima.wav,ou oui j'ai un prix autour chez vous et puis euh j'aimerais savoir euh si je le liquide aujourd'hui là combien ça coÃ»terait de rembourser ça aujourd'hui
9140605451280000251_Anne-Marie_2.wav,un ça serait pour euh j'ai euh j'ai un petit prêt mara c'est une petit près chez vous euh puis je voudrais juste savoir mon seul
9140605451280000251_NaimaF.wav,douze ce serait pour euh j'ai un petit prêt il me reste un petit près chez vous euh et je voudrais juste savoir mon solde
9140605451280000251_NajatS.wav,treize ça serait pour euh j'ai euh j'ai un petit prêt et il me reste un petit prêt chez vous euh puis je voudrais juste savoir mon solde
9140605676230000251_Charles.wav,quatre très bien je voudrais changer mes points pour euh de l'argent de le mettre dans mon compte si s'il vous plaît
9140605676230000251_NaimaF.wav,quinze très bien je voudrais changer mes points pour euh de l'argent de le mettre dans mon élise s'il vous plait
9140605676230000251_NajatS.wav,là je j'avais commandé je vais faire un topo vit sept avec un t v et autre chose et là en fin de compte j'ai fait annuler la commande pour commander d'autres choses mais là quand je vais sur le site tel quel ça me dit comme quoi la commande est encore en cours parce que je voulais voir dans ces transactions qu'est ce qui était si ça avait été annulé ou pas par rapport à à la hauteur d'action de la carte là
9140606203420000251_AwaS.wav,you sait là je j'avais commandé euh me peut faire un topo vite vite une avec d'autres choses et là en fin de compte j'ai fait annulé la commande pour commander d'autre chose mais là quand je vais sur le site tel quel samedi comme quoi la commande est encore en cours parce que je voulais voir dans ces transactions qu'est ce qui était si ça avait été annulé ou pas par rapport au à à la hauteur d'action de la carte là
9140606203420000251_Charles.wav,dix huit j'appelle pour faire activer ma carte de crédit
9140606203420000251_Natalia.wav,des j'appelle pour faire activer ma carte de crédit
9140606753790000251_AwaS.wav,right j'appelle pour faire activer ma carte de crédit
9140606753790000251_Charles.wav,vingt et un mais ben là dans le fond c'est ça j'avais bruit ma carte de crédit dans le fond est brisé t comme mot et puis là la plus ça fonctionne dans le fond dans juste certains magasins là comme des fois le la capa des fois ça peut marcher mais je voulais commander de nouvelle carte mais je pense j'ai comme réussi peut être juste par téléphone mais je voulais juste être sÃ»r que
9140606753790000251_NaimaF.wav,vingt deux mais ben là dans le fond c'est ça j'avais ma carte de crédit dans le fond elle est brisée et comme blabla puis là la puce elle fonctionne dans son dans juste certains magasin là comme des fois il la carte pas des fois ça peut marcher mais je voulais commander une nouvelle carte mais je pense j'ai comme réussi peut être ajuste par téléphone mais vous voulez juste être sÃ»r que
9140613620710000251_Anne-Marie_1.wav,vingt trois mais ben là dans le fond c'est ça j'avais ma carte de crédit dans le fond elle est brisée elle est comme ba puis la la plus elle fonctionne dans le fond dans juste certains magasin là comme des fois il la carte pas des fois ça peut marcher mais je voulais commander une nouvelle carte mais je pense j'ai comme réussi peut être à juste par téléphone mais je voulais juste être sÃ»r que
9140613620710000251_NajatS.wav,vingt quatre non je l'attends par la poste euh moi j'ai payé dix pièces euh je voudrais voir si c'est confirmé si ça a été payé je l'ai fait accéder là
9140615705680000251_Anne-Marie_2.wav,vingt cinq non je l'attends par la poste moi je vais payer dix pièces euh je voudrais avoir c'est confirmer si ça a été payé je l'ai fait avec accédé là
9140615705680000251_NaimaF.wav,euh oui bon ben euh j'ai attendu pas mal la dernière minute là je dois créer un nouveau compte en ligne parce que mon notre côté euh mon autre compte est fermé mon autre façon d'aller en ligne fermé
9140615705680000251_NajatS.wav,deux euh oui bon ben j'ai attendu pas mal la dernière minute là euh je dois créer un nouveau compte en ligne parce que mon autre côté on notre compte est fermée mais en doute façon d'ars en ligne fermé
9140617105160000251_AwaS.wav,trois oui euh écoutez j'appelle parce qu'on m'a dit que maligne avait avec ma banque blablabla en ligne avait été interrompus et on m'a dit d'appeler au numéro que j'ai déjà signalé et auquel vous répondez
9140617105160000251_Charles.wav,que oui euh écoutez j'appelle parce qu'on m'a dit que la ligne avec ma banque en ligne avait été interrompu et on m'a dit d'appeler au numéro que j'ai déjà signalé et auquel vous répondez
9140617105160000251_NaimaF.wav,bin euh écoutez j'appelle parce qu'on m'a dit que ma ligne avait avec ma banque que en ligne avait été interrompu et on m'a dit d'appeler au que j'ai déjà signalé et auquel vous répondez
9140639978890000251_Anne-Marie_1.wav,oui bonjour monsieur j'appelle pour un renseignement en puis j'aimerais euh créer mon compte en ligne pour euh en fait ma compagnie de question
9140639978890000251_NaimaF.wav,et oui bonjour monsieur j'appelle pour un renseignement en fait j'aimerais euh créer mon compte en ligne pour euh en fait ma compagnie de gestion
9140642108800000251_Charles.wav,huit euh moi j'ai un problème je voudrais je sais pas euh si ça ça fonctionne pas euh je me suis connecté à la banque sale et pour payer transférer puis envoyer des sous là ça marche pas
9140642108800000251_NaimaF.wav,neuf euh moi j'ai un problème je voudrais je sais ah h ça fonctionne pas euh je connecté à la banque nationale là et pour te transférer puis envoyer des sous là ça marche pas
9140642108800000251_NajatS.wav,ou euh moi j'ai un problème je voudrais je sais pas euh ça ça fonctionne pas euh je me suis connecté à la banque nationale là et pour payer transférer puis envoyé c'est sous là ça marche pas
9140642703570000251_Charles.wav,un parce que je suis perdu mon car
9140642703570000251_rima.wav,douze parce que je suis perdu mon carte
9140647563020000251_Charles.wav,hi ben c'est que moi j'ai y a un dépôt dans mon compte au quai de commercial de mille cinq cent dix et soixante cinq c'est marqué euh transmis émetteur un zéro quatre deux un j'aimerais savoir de ou ça provient parce que je suis pas je suis pas sÃ»r que si c'est la la bonne personne qui m'a envoyé l'argent
9140647563020000251_NaimaF.wav,quatorze ben c'est que moi je j'ai y a un dépôt dans mon compte okay de commercial de mille cinq cent dix soixante cinq c'est marqué euh trente ni émetteur un zéro quatre deux un j'aimerais savoir de ou ça provient euh par que je suis pas je suis pas sÃ»r que si c'est la main la bonne personne qui m'a envoyé l'argent
9140647563020000251_NajatS.wav,quinze ben c'est que moi je j'ai y a un dépôt dans mon compte okay de commercial de mille cinq cent dix et soixante cinq c'est marqué transmis émetteur à zéro quatre deux un j'aimerais savoir de ou ça provient parce que je suis pas je suis pas sÃ»r que si c'est la met la bonne personne qui m'a envoyé l'argent
9140656450020000251_NajatS.wav,seize en fait actuellement j'ai reçu aujourd'hui une nouvelle carte j'ai j'ai pas demandé une carte de remplacement ni de changer ma carte et sur la lettre ils me disent que pour prévention de la fraude j'aimerais juste savoir si c'est une politique de mastercard de pour envoyer une carte avant expiration
9140656450020000251_Natalia2.wav,dix sept en fait actuellement j'ai reçu aujourd'hui une nouvelle carte je j'ai pas demandé une carte de remplacement ni de changer ma carte et sur la lettre me dise que pour une prévention de la fraude comme juste savoir si c'est une politique de mastercard de pouvoir envoyer une carte avant l'expiration
9140656886170000251_Anne-Marie_2.wav,dix huit euh oui bonjour euh en fait j'ai un dossier avec vous oui un transfert de pré pot écart euh à vous à la banque nationale et je voulais parler dans le fond avec euh quelqu'un pour pour voir euh j'aimerais faire des des projets puis euh pour savoir si c'est possible de faire avec mon dossier
9140656886170000251_Charles.wav,dix neuf euh oui bonjour en fait j'ai un dossier avec vous dans le transfert de pré pote aire à vous à la banque nationale et je voudrais parler dans le fond avec euh quelqu'un pour pouvoir euh j'aimerais faire des des projets puis euh savoir si c'est possible de pire avec mon dossier
9140656886170000251_NaimaF.wav,vingt euh oui bonjour en fait j'ai un dossier avec ou dans le transfert de pré pote à vous à la banque nationale et je voudrais parler dans le fond avec euh quelqu'un pour euh pour voir euh j'aimerais faire des coge puis euh savoir si c'est possible de faire euh avec mon dossier
9140657267960000251_Anne-Marie_1.wav,vingt et un oui euh moi j'ai des achats en ligne qui a été fait effectue sur ma carte de crédit puis euh je vois pas ce soit moi qui les ait fait puis euh moi pas capable de mentionner vraiment c'est quoi l'achat
9140657267960000251_NaimaF.wav,vingt deux oui euh moi j'ai des achats en ligne qui ont été fait effectuer sur ma carte de crédit puis euh je vais voir pas que ce soit moi qui les a fait là puis euh à moins que tu sois capable de me mentionner vraiment c'est quoi la
9140665506090000251_NajatS.wav,vingt trois d'accord je dois pour faire ça rapidement je dois subir une intervention chirurgie qui nous coÃ»te cinq mille dollars et c'est payable comptant je suis bien sÃ»r l'argent dans mon compte mais j'ai pas accès avec ma carte débit à mon compte d'épargne puis je pense que pour mon compte régulier là je suis bloqué à mille dollars alors euh ce que j'aimerai c'est d'avoir accès à mon compte départ et aussi que je puisse aller au moins jusqu'à cinq mille dollars
9140665506090000251_Natalia2.wav,vingt quatre d'accord euh je voulais pour faire ça rapidement je dois subir une information chirurgie cale il me coute sing ment dollar et c'est payable comptant j'ai bien sÃ»r l'ajout dans mon compte de pÃ¢le mais j'ai pas accès avec ma carte débit à mon code dépend que je pense qui est pour mon cote euh il est là je suis bloqué à mille dollars alors ce que j'aimerais c'est d'avoir accès à mon compte de page et aussi que je puisse aller au moins juste que cinq mille dollars
9140666537560000251_Anne-Marie_2.wav,vingt cinq euh je voudrais activer la carte de crédit
9140666537560000251_AwaS.wav,euh je voudrais activer la carte de crédit
9140666537560000251_NaimaF.wav,deux euh je voudrais activer la carte de crédit
9140702465330000251_Anne-Marie_1.wav,trois parce que vous avez enlevé l'ancienne version puis moi je relais seulement avec celle là et puis la nouvelle est pas capable d'aller dessus parce que j'ai changé de courriel entre temps et puis ça me dit je suis connecté mais je suis pas capable de de de rien faire avec
9140702465330000251_Charles.wav,quatre parce que vous avez enlevé l'ancienne version puis moi je relais seulement avec celle là puis là la nouvelle je suis pas capable de le dessus parce que j'ai changé de courir entre temps et puis samedi je suis connecté je suis pas capable de de de rien faire avec
9140702465330000251_NajatS.wav,cinq parce que vous avez enlevé l'ancienne version puis moi je roulait seulement avec celle là et puis la nouvelle je suis pas capable d'aller dessus parce que j'ai changé de courriel entre temps et puis samedi je suis connecté mais je suis pas capable de de de rien faire avec
9140708669540000251_AwaS.wav,oui bonjour euh c'est par qui a un montant qui se déposé dans notre compte puis sait pas c'est quoi
9140708669540000251_NaimaF.wav,oui bonjour euh c'est parce qu'il y a un montant qui s'est déposé dans notre compte puis on sait pas c'est quoi
9140708669540000251_NajatS.wav,oui oui bonjour euh c'est parce qu'il y a un montant qui s'est déposé dans dans notre compte puis on sait passé quoi
9140710261090000251_Anne-Marie_1.wav,neuf euh j'essaie de faire un virement intérêt sauf que je tape ma limite maximum le quatrième
9140710261090000251_AwaS.wav,ce euh j'essaye de faire virement un perra sauf que je tape ma limite maximum quick en
9140710261090000251_Charles.wav,un euh j'essaie de faire un virement intérêt sauf que je tape ma limite maximum quotidienne
9140711388420000251_Charles.wav,ou non non j'appelais justement pour signaler euh parce que j'ai oublié mon ma trous là dans le métro
9140711388420000251_NajatS.wav,aie non non j'ai appelais juste pour signaler euh parce que je viens d'oublier mon au là dans le métro
9140716862480000251_Anne-Marie_2.wav,quatorze euh oui bonjour j'aimerais faire un retrait de mon chili par contre je sais qu'ils ont des forms usuelles donc je sais pas si vous pouvez m'aider
9140716862480000251_Charles.wav,euh oui bonjour j'aimerais faire un retrait de mon cali par contre je sais qu'ils ont des fonds mutuel donc je sais pas si vous pouvez m'aider
9140716862480000251_NajatS.wav,seize oui bonjour j'aimerais faire un retrait de mon cédit par contre je sais qu'ils ont des fonds mutuel donc je sais pas si vous pouvez m'aider
9140717117830000251_Anne-Marie_2.wav,dix sept on me là un moment donné là j'ai fait un achat puis j'ai mis ça sur douze paiements mot là ça passe mot dejardin
9140717117830000251_Charles.wav,dix huit moi là à un moment donné là j'ai fait un achat puis j'ai mis ça sur douze paiements blablabla là ça passe blabla blanc dejardin
9140717117830000251_NajatS.wav,dix neuf bon moi là un moment donné là j'ai fait un achat puis j'aime ça sur douze paiements je là ça passe euh des jardins
9140717351920000251_Anne-Marie_2.wav,vingt oui salut oui j'ai un montant qui est passé dans mon compte de ban puis j'aimerais ça savoir euh c'était quoi
9140717351920000251_Charles.wav,vingt et un
9140717351920000251_NajatS.wav,vingt deux oui salut euh oui j'ai un montant qui est passé dans mon compte de banque puis j'aimerais ça savoir c'était quoi
9140720461190000251_Charles.wav,vingt trois euh c'est à cause que moi j'ai j'ai un montant d'argent qui se prend pour mes finances puis je prend le vendredi euh je voudrais faire changer ça pour le jeudi
9140720461190000251_NaimaF.wav,vingt quatre euh c'est à cause que moi j'ai euh j'ai un montant d'argent qui se prend pour euh mes finances puis il se prend le vendredi je voudrais le faire changer pour le jeu
9140734193750000251_NajatS.wav,vingt cinq oui écoutez je vais faire une grosse transaction avec ma carte de crédit et euh je veux juste que ça ça pus se passer
9140734193750000251_Natalia2.wav,écoutez je vais faire une grosse transaction avec ma carte de crédit euh age et ça the pesos
9140734375740000251_Anne-Marie_2.wav,deux ben c'est ça moi j'avais oui une entente de paiement pour euh paye ma mastercard là qui est en souffrance depuis quelque tane take les dates on correspond pas du tout là euh quand que j'ai pris l'entente avec le monsieur ça a été fait rapidement dans monsieur adam qui s'appelle euh j'aurais j'aurais ma changer les dates parce que là ça me cause des problèmes je me reçois avec des négatifs dans mon compte puis euh c'est pas en avance pour moi là
9140734375740000251_AwaS.wav,trois ben c'est ça moi j'avais une entente de paiement pour euh ma mastercard qui en france depuis quelque temps euh c'est que les dates de la baba correspondent postule euh que j'ai pris entente avec de monsieur te défaire rapidement ce monsieur adam qui s'appelle euh sur vous aurez aimé changer les dates parce que là ça me cause des problèmes je me retrouve avec des méga dans mon compte puis euh c'est pas en avance pour moi là
9140734375740000251_NaimaF.wav,quatre c'est ça moi j'avais euh une entente de paiement pour euh payer ma mastercard là qui est en souffrance depuis quelques temps euh c'est que les dates correspondent pas du tout là euh quand que j'ai pris l'entente avec le monsieur ça été fait rapidement et euh c'est un à dama qui s'appelle j'aurais j'aurais aimé changer les dates parce que là ça me cause des problèmes je me retrouve avec des négatifs dans mon non puis euh c'est pas en avance pour moi
9140751504760000251_Charles.wav,cinq euh moi dans le fond là j'ai mon adresse email elle est pas comme euh j'ai plus mon euh ça fait des années maintenant que j'utilise pas je sais pas mettant mon code je sais même pas c'est quoi puis là je peux plus rentrer mettant pour aller voir mon chômage je peux pas aller voir pour ma banque en ligne je peux ou rien faire
9140751504760000251_NaimaF.wav,c'est euh moi dans le fond là euh j'ai mon mon adresse e mail là elle est pas comme euh j'ai plus mon euh ça fait des années mettons que je l'utilise ce que je l'utilise pas puis euh je sais pas mettons mon code je sais même passé toi puis là je peux plus rentrer mettant pour aller voir mon chômage je peux pas aller voir pour ma banque en ligne je peux pas rien faire
9140771076640000251_Anne-Marie_2.wav,euh parce que moi j'arrive la banque et puis là euh qui arrive c'est que un montant qui a passé le le premier décembre donc euh aujourd'hui euh de deux cent quatre vingt huit et soixante quinze puis on voulait savoir ça vient doux
9140771076640000251_AwaS.wav,huit euh c'est parce que moi j'arrive de la banque et puis là euh ce qui arrive c'est que y a un montant qui est passé le le premier décembre donc euh aujourd'hui euh de deux cent quatre vingt huit et soixante quinze puis on voulait savoir ça vient tout
9140771076640000251_NaimaF.wav,neuf euh c'est parce que moi j'arrive de la banque et puis là euh ce qui arrive c'est que y a un montant qui a passé le le premier décembre donc euh aujourd'hui euh de deux cent quatre vingt huit et soixante quinze puis on voulait savoir ça vient
9140771356320000251_Anne-Marie_2.wav,ou j'essaie de payer ma carte de crédit ça fait vraiment des semaines puis ça fonctionne pas j'ai essayé de la payer avec ma marche de crédit puis ça va que c'est ça semblerait comme si c'était au niveau de la marge de crédit ça bloque
9140771356320000251_NaimaF.wav,un j'essaie de payer ma carte de crédit ça fait vraiment des semaines puis ça ne fonctionne pas j'ai essayé de la payer avec ma marche de crédit puis ça a l'air que c'est euh euh ça semblerait comme si c'était au niveau de la marche de crédit ça bloque
9140771356320000251_NajatS.wav,douze j'essaie de payer ma carte de crédit ça fait vraiment des semaines puis ça fonctionne pas j'essaie de la payer avec ma marge de crédit puis ça a l'air que c'est ça fondre comme sitter au niveau de la marche de crédit ça block
9140778829920000251_Anne-Marie_2.wav,treize dans le fond j'ai un placement avec vous euh puis que terme vient de se on en ce moment la même dans un des placements tu voulais savoir euh qu'est ce que vous me conseillez plus par rapport à mes à moi mais choix moi parce que j'aime biais ça quand même de de mettre dessus dans mon placement quand même quand je suis pu name puis je voulais savoir euh vous avez quelque chose de mieux comme placement pour pas que j'ai à chaque fois à à faire un nouveau placement là
9140778829920000251_AwaS.wav,quatorze dans le fond j'ai un placement avec vous euh si que le terme vient de ce blabla en ce moment même dans un demi placements puis je voulais savoir euh qu'est ce que vous me conseiller de pis papa a moi mis moi parce que moi j'aime bien ça quand même de de mettre des sous dans mon placement quand même quand je peux ne mettre puis je voulais savoir euh si vous avez quelque chose de mieux com placement pour pas à chaque fois à faire un nouveau passement
9140778829920000251_NaimaF.wav,quinze dans le fond j'ai un placement avec vous euh qui euh que le terme vient de se branlent mais dans la de me placement mais je voulais savoir euh qu'est ce que vous me conseillez de plus par rapport à mes à moi à mich moi parce que moi j'aime bien ça quand même de de mettre des sous dans mon placement quand même quand je peux en mettre puis euh je voulais savoir euh si vous avez quelque chose de mieux emplacement pour pas que j'ai euh à chaque fois à à faire un nouveau placement là
9140781175240000251_Charles.wav,seize bonjour j'appelle parce que j'ai appelé tantôt pour faire mon destinateur ça marchait pas puis là j'essaie de transférer les femmes ça fonctionne pas encore
9140781175240000251_NaimaF.wav,dix sept bonjour euh j'appelle parce que j'ai appelé tantôt pour faire mon destinateur hmm ça marchait pas puis là j'essaye de transférer les fonds puis ça fonctionne pas encore
9140781175240000251_NajatS.wav,dix huit bonjour j'appelle parce que j'ai appelé tantôt pour faire mon destinataire là ça marchait pas puis là j'essaie de transférer les fonds puis ça fonctionne pas encore
9140786061470000251_Charles.wav,dix neuf qui est arrivé c'est que hier là sur internet j'ai fait une demande de transférer deux cent dollars de mon compte à mon mon régime de retraite là quand j'ai fait ça la euh ça ma rapporté directement dit qu'on peut pas conclure votre transaction euh là là pouvez essayer son
9140786061470000251_NaimaF.wav,vingt qui est arrivé c'est que hier là je sur internet j'ai fait une demande de transférer de cent dollars de mon compte im on mon régime de retraite là quand j'ai fait ça là euh ça m'a rapporté directement il dit que euh on e pas conclure votre transaction euh là là pour euh réessayer ton
9140786061470000251_NajatS.wav,vingt et un qui est arrivé c'est que hier la sur internet j'ai fait une demande de transférer deux cent dollars de mon compte à mon mon régime de retraite là quand j'ai fait ça là euh euh ça va rapporter directement il dit que on peut pas conclure votre transaction euh là là pour ressayer tantôt
9140788140950000251_Anne-Marie_1.wav,vingt deux euh s'il vous plaît à propos de la carte de crédit euh la est ce que je peux faire une carte euh je peux faire une demande de carte de crédit euh ou mastercard ou je sais pas
9140788140950000251_NaimaF.wav,vingt trois euh s'il vous plaît à propos de la carte de crédit euh s'il vous plaît est ce que je peux faire une carte euh je peux faire une demande de carte de crédit ou mastercard ou pas
9140789023520000251_Anne-Marie_2.wav,vingt quatre euh j'aimerais avoir le sol de de mon hypothèque je chez vous
9140789023520000251_AwaS.wav,vingt cinq euh j'aimerais avoir le solde de mon hypothèque que j'ai chez vous
9140789023520000251_NajatS.wav,euh j'aimerais avoir le solde de mon hypothèque que j'ai chez vous
9140790021490000251_Charles.wav,deux euh oui bonjour en fait moi j'essaie de me connecter à votre nouvelle application banque national moi j'étais l'ancienne version et puis j'ai changé de courriel de anticipation mais là j'arrive pas e brancher euh sur euh votre nouvelle application
9140790021490000251_Natalia2.wav,euh oui bonjour cet moi j'essaie de me connecter à votre nouvelle application marque nationale euh moi je juste laisse une version j'ai changé de courir les notifications mais là j'arrive pas à me brancher et euh votre nouvelle application
9140795691050000251_Anne-Marie_1.wav,quatre sur cette plateforme là sur l'ancienne version je pouvais demander de voir les transactions de la présente à la plus ancienne ou le contrat je pouvais changer ça oui est ce que je veux dire
9140795691050000251_Charles.wav,cinq sur cette plate forme là sur l'ancienne version je pouvais demander de voir mes transactions de la plus récente la plus ancienne ou le contraire va changer ça vous voyez ce ce que je veux dire
9140795691050000251_rima.wav,sur cette plateforme là sur l'ancienne version je pouvais demander de voir mes transaction de la plus récente la plus ancienne ou le contraire je pouvais changer ça vous voyez que je veux dire
9140796754150000251_Charles.wav,euh j'appelle revoir de l'information sur un tour hypothèse pour acheter une maison
9140796754150000251_NajatS.wav,huit euh j'appelle pour avoir de l'information sur un taux hypothèse pour acheter une maison
9140799118460000251_Anne-Marie_2.wav,neuf bon mot ça fait longtemps que j'appelle là euh c'est parce que j'ai acheté un nouveau téléphone puis j'ai essayé de mettre ma carte la carte de débit sur moi forme ça me demande ça me appelé ça dit pour ça me dit appeler le un huit huit huit euh trois cinq six deux huit un pour vérifier votre carte avec appel p
9140799118460000251_Charles.wav,dix bon ben ça fait longtemps que j'appelle là euh c'est parce que j'ai acheté un nouveau téléphone et puis je essayer de mettre ma carte euh la carte débite son iphone si ça me demande same dit d'appeler ça dit ça me dit d'appeler le un huit huit huit euh huit trois cinq six deux huit un pour vérifier votre carte avec app
9140799118460000251_NajatS.wav,un bon ça fait longtemps que j'appelle là euh parce que j'ai acheté un nouveau téléphone et puis j'essaye de mettre ma carte la carte début sur mon iphone puis ça me demande ça me dit d'appeler t a dit pour ça me dit appelez le un huit huit huit huit trois cinq six deux huit un pour vérifier votre carte avec app
9140813134630000251_Charles.wav,oui bonjour j'appelle parce que j'achète pour euh en magasin pour acheter des meubles mais j'ai dépassé ma limite de ce que je peux dépenser par jour
9140813134630000251_NaimaF.wav,hi oui bonjour euh j'appelle parce que j'achète pour euh bon en magasin pour acheter des meubles mais j'ai dépassé ma limite de ce que je peux dépenser par jour
9140813134630000251_rima.wav,quatorze oui bonjour euh j'appelle parce que j'achète pour euh en magasin pour acheter des meubles mais j'ai dépassé ma limite ce que je peux dépenser par jour
9140820405660000251_Charles.wav,qui euh en fait j'ai besoin de faire réactiver mes transferts intérêts parce que l'autre jour j'ai essayé toutefois la date d'expiration là puis j'avais pas ma carte avec moi puis ça tu vas
9140820405660000251_NaimaF.wav,seize euh en fait j'ai besoin de faire réactiver mes transferts intérêt parce que l'autre jour j'ai essayé eu trop de fois la date d'expiration là puis j'avais pas la carte avec moi des actions
9140820405660000251_rima.wav,dix sept euh en fait j'ai besoin de faire activer mes transfert inter parce que l'autre jour j'ai essayé à toutefois la date d'expiration puis j'avais pas ma carte avec moi puis ça a désactivé
9140821405840000251_Charles.wav,oui bonjour j'aimerais savoir de l'information sur des une transaction dans le fond je me demande si je peux faire ça sur mon site en ligne dans le fond moi je paye envoyer tous les mois pour mon entreprise euh avant j'ai payé ça par chaque mais là on offre dans le fond il m'ont dit leur spécimen de chèque avec leur adresse de courriel puis ça a l'air que avec ça je serais capable en ligne de programmer un paiement tous les mois et j'essaie d'avoir comment je sais pas si vous pouvez m'aider avec ça
9140821405840000251_NaimaF.wav,dix neuf oui bonjour j'aimerais ça avoir de l'information sur des euh une transaction dans le fond je me demande si je peux faire ça sur mon euh site en ligne dans le moi je paye loyer tous les mois pour mon entreprise euh avant je payer ça par chèque mais là on m'offre dans le fond ils m'ont fourni leur spécimen de check avec leur adresse de courriel puis ça a l'air qu'avec ça je serais capable en ligne de programmer un paiement tous les mois j'essaie de voir comment je sais pas si le made avec ça
